Algorithm,Devices,FailureRate
DDQN_Mobility,2400,0.31686572333902063
DDQN_Mobility,2400,0.3387098805071834
DDQN_Mobility,2400,3.1824828281090642
DDQN_Mobility,2400,1.5791336890282448
DDQN_Mobility,2400,0.37586848399711453
DDQN_Mobility,2400,0.34812226855504214
DDQN_Mobility,2400,0.27858712876348213
DDQN_Mobility,2400,0.7724839269562667
DDQN_Mobility,2400,0.35904340578316346
DDQN_Mobility,2400,1.570912776334959
Fuzzy_Based,200,0.13823610727121927
Fuzzy_Based,200,0.17832647462277093
Fuzzy_Based,200,0.18023430459597475
Fuzzy_Based,200,0.11192836584585865
Fuzzy_Based,200,0.16105054509415262
Fuzzy_Based,200,0.17704337562702863
Fuzzy_Based,200,0.08820935019112026
Fuzzy_Based,200,0.10513667768098528
Fuzzy_Based,200,0.1841098994476703
Fuzzy_Based,200,0.31959092361776925
Fuzzy_Based,200,0.1725625539257981
Fuzzy_Based,200,0.1514692517418964
Fuzzy_Based,200,0.13464991023339318
Fuzzy_Based,200,0.24408848207475212
Fuzzy_Based,200,0.1678876678876679
Fuzzy_Based,400,0.23534770725781962
Fuzzy_Based,400,0.2940289505428227
Fuzzy_Based,400,0.2562859319803283
Fuzzy_Based,400,0.2035431586882774
Fuzzy_Based,400,0.2509124087591241
Fuzzy_Based,400,0.2606882168925964
Fuzzy_Based,400,0.336676217765043
Fuzzy_Based,400,0.27088036117381487
Fuzzy_Based,400,0.26727758686521574
Fuzzy_Based,400,0.1899184933132864
Fuzzy_Based,400,0.24433585073300756
Fuzzy_Based,400,0.20134228187919465
Fuzzy_Based,400,0.28124741500537676
Fuzzy_Based,400,0.29127593066211993
Fuzzy_Based,400,0.2769046549917677
Fuzzy_Based,600,0.3914483589280337
Fuzzy_Based,600,0.2924281984334203
Fuzzy_Based,600,0.3998829610845607
Fuzzy_Based,600,0.315698355313407
Fuzzy_Based,600,0.4563822201093416
Fuzzy_Based,600,0.35337376438565493
Fuzzy_Based,600,0.39765592298032654
Fuzzy_Based,600,0.3250633395477795
Fuzzy_Based,600,0.42703885011977916
Fuzzy_Based,600,0.2957393483709273
Fuzzy_Based,600,0.3469741810388815
Fuzzy_Based,600,0.3915648440817097
Fuzzy_Based,600,0.36936336120658697
Fuzzy_Based,600,0.3008423586040915
Fuzzy_Based,600,0.3722752877785942
Fuzzy_Based,800,0.41911764705882354
Fuzzy_Based,800,0.37138093072608763
Fuzzy_Based,800,0.44870565675934804
Fuzzy_Based,800,0.29371305350039034
Fuzzy_Based,800,0.4360738318108342
Fuzzy_Based,800,0.3041246911233606
Fuzzy_Based,800,0.3800629818655663
Fuzzy_Based,800,0.3399281949430907
Fuzzy_Based,800,0.3674458603705731
Fuzzy_Based,800,0.3717171717171717
Fuzzy_Based,800,0.39633926641204875
Fuzzy_Based,800,0.3987112364075715
Fuzzy_Based,800,0.3656161824901641
Fuzzy_Based,800,0.39284155390659103
Fuzzy_Based,800,0.2897473997028232
Fuzzy_Based,1000,0.32956826557210056
Fuzzy_Based,1000,0.3927003927003927
Fuzzy_Based,1000,0.33508113307064624
Fuzzy_Based,1000,0.3097542814594192
Fuzzy_Based,1000,0.33922096151596676
Fuzzy_Based,1000,0.36217178182272314
Fuzzy_Based,1000,0.333174678724417
Fuzzy_Based,1000,0.3670944617874899
Fuzzy_Based,1000,0.41327090919600024
Fuzzy_Based,1000,0.32432095300464653
Fuzzy_Based,1000,0.33031277404267756
Fuzzy_Based,1000,0.3279666070363745
Fuzzy_Based,1000,0.36867455550930606
Fuzzy_Based,1000,0.39399733472391213
Fuzzy_Based,1000,0.3517556090759285
Fuzzy_Based,1200,0.3203895937459951
Fuzzy_Based,1200,0.3582059431915645
Fuzzy_Based,1200,0.306955154600584
Fuzzy_Based,1200,0.3692125262760739
Fuzzy_Based,1200,0.4347480317047955
Fuzzy_Based,1200,0.31014271821694217
Fuzzy_Based,1200,0.33988013387644966
Fuzzy_Based,1200,0.36254848769109854
Fuzzy_Based,1200,0.3578692618624649
Fuzzy_Based,1200,0.2875
Fuzzy_Based,1200,0.33192287227303824
Fuzzy_Based,1200,0.34428030765474305
Fuzzy_Based,1200,0.3483208806402723
Fuzzy_Based,1200,0.3429127108017504
Fuzzy_Based,1200,0.358500553390116
Fuzzy_Based,1400,0.3066831366869702
Fuzzy_Based,1400,0.2965314177125316
Fuzzy_Based,1400,0.3896339253352664
Fuzzy_Based,1400,0.36652020147894115
Fuzzy_Based,1400,0.3810277338219372
Fuzzy_Based,1400,0.3252461322081575
Fuzzy_Based,1400,0.35317646057614566
Fuzzy_Based,1400,0.32519301779120513
Fuzzy_Based,1400,0.32845941936851025
Fuzzy_Based,1400,0.30243653092520023
Fuzzy_Based,1400,0.3233771057749033
Fuzzy_Based,1400,0.3523801485482782
Fuzzy_Based,1400,0.36280980897845
Fuzzy_Based,1400,0.3764331347200413
Fuzzy_Based,1400,0.3169472314344486
Fuzzy_Based,1600,0.33496762603390845
Fuzzy_Based,1600,0.353589497639602
Fuzzy_Based,1600,0.3263288942543479
Fuzzy_Based,1600,0.3453903670247087
Fuzzy_Based,1600,0.2961300765155974
Fuzzy_Based,1600,0.34150261149055844
Fuzzy_Based,1600,0.34922792313210255
Fuzzy_Based,1600,0.31606055876385203
Fuzzy_Based,1600,0.2655028186943081
Fuzzy_Based,1600,0.31434110715831876
Fuzzy_Based,1600,0.2978731854558453
Fuzzy_Based,1600,0.2884722068123821
Fuzzy_Based,1600,0.3305266267818894
Fuzzy_Based,1600,0.3727164233911686
Fuzzy_Based,1600,0.34098531713497804
Fuzzy_Based,1800,0.26846335042261327
Fuzzy_Based,1800,0.308566390752804
Fuzzy_Based,1800,0.2701734969564793
Fuzzy_Based,1800,0.34776793178398263
Fuzzy_Based,1800,0.3101534443356187
Fuzzy_Based,1800,0.326341139925308
Fuzzy_Based,1800,0.3203074951953876
Fuzzy_Based,1800,0.2992760528999682
Fuzzy_Based,1800,0.3199448710376058
Fuzzy_Based,1800,0.3907494675409616
Fuzzy_Based,1800,0.3151971219697345
Fuzzy_Based,1800,0.3340515441532629
Fuzzy_Based,1800,0.2926931251959999
Fuzzy_Based,1800,0.33403069566287513
Fuzzy_Based,1800,0.3165232235578633
Fuzzy_Based,2000,0.3243917654398004
Fuzzy_Based,2000,0.27155569193003987
Fuzzy_Based,2000,0.3116618468961177
Fuzzy_Based,2000,0.3295395600036615
Fuzzy_Based,2000,0.34244990513212087
Fuzzy_Based,2000,0.3024874453026343
Fuzzy_Based,2000,0.35691060599186364
Fuzzy_Based,2000,0.32391578189670683
Fuzzy_Based,2000,0.3199577303548889
Fuzzy_Based,2000,0.3484589173103905
Fuzzy_Based,2000,0.3296437428173955
Fuzzy_Based,2000,0.35462072324363814
Fuzzy_Based,2000,0.36100019155112206
Fuzzy_Based,2000,0.26596142065235256
Fuzzy_Based,2000,0.3189792663476874
Fuzzy_Based,2200,0.3330381804485443
Fuzzy_Based,2200,0.3041591673293988
Fuzzy_Based,2200,0.32399595005062437
Fuzzy_Based,2200,0.32442984204665737
Fuzzy_Based,2200,0.616086859012414
Fuzzy_Based,2200,0.3303077868013376
Fuzzy_Based,2200,0.3287091202852527
Fuzzy_Based,2200,0.33949814508069925
Fuzzy_Based,2200,0.3530833684153347
Fuzzy_Based,2200,0.29176089566407015
Fuzzy_Based,2200,0.25635863364874845
Fuzzy_Based,2200,0.3316457752389203
Fuzzy_Based,2200,0.3169968717413973
Fuzzy_Based,2200,2.814366467576792
Fuzzy_Based,2200,0.7142956020985894
Fuzzy_Based,2400,0.33511401295939064
