Algorithm,Devices,Delay
DDQN_Mobility,800,0.6832107813101126
DDQN_Mobility,800,0.7060373164243243
DDQN_Mobility,800,0.6955104030357286
DDQN_Mobility,800,0.6940906091668684
DDQN_Mobility,800,0.7051393306423988
DDQN_Mobility,1000,0.6977795897966288
DDQN_Mobility,1000,0.6823004386868408
DDQN_Mobility,1000,0.6980827028986579
DDQN_Mobility,1000,0.6965749891564434
DDQN_Mobility,1000,0.6953313834887694
DDQN_Mobility,1000,0.6884430721906267
DDQN_Mobility,1000,0.7019812946312999
DDQN_Mobility,1000,0.6859231484349316
DDQN_Mobility,1000,0.7023639106742624
DDQN_Mobility,1000,0.6990199931739483
DDQN_Mobility,1000,0.6839579242197793
DDQN_Mobility,1000,0.6932249855611371
DDQN_Mobility,1000,0.6953304290960167
DDQN_Mobility,1000,0.6850460001768529
DDQN_Mobility,1000,0.6820912134941747
DDQN_Mobility,1200,0.6671620316387081
DDQN_Mobility,1200,0.6718438318420209
DDQN_Mobility,1200,0.6764531635727765
DDQN_Mobility,1200,0.6699435113791028
DDQN_Mobility,1200,0.6752626535022481
DDQN_Mobility,1200,0.6672332028655936
DDQN_Mobility,1200,0.675560181140945
DDQN_Mobility,1200,0.6855494718538295
DDQN_Mobility,1200,0.6714836060908471
DDQN_Mobility,1200,0.6796273237137735
DDQN_Mobility,1200,0.675107112849923
DDQN_Mobility,1200,0.676088083007705
DDQN_Mobility,1200,0.6796717425055823
DDQN_Mobility,1200,0.6724696652972519
DDQN_Mobility,1200,0.6800836976546094
DDQN_Mobility,1400,0.6476796746852924
DDQN_Mobility,1400,0.651808838884138
DDQN_Mobility,1400,0.6526409911299969
DDQN_Mobility,1400,0.6524961762544211
DDQN_Mobility,1400,0.6470530396671841
DDQN_Mobility,1400,0.6475895825746574
DDQN_Mobility,1400,0.6548063326013379
DDQN_Mobility,1400,0.6552532137173276
DDQN_Mobility,1400,0.6492928561840281
DDQN_Mobility,1400,0.6525324308937711
DDQN_Mobility,1400,0.6520846816754673
DDQN_Mobility,1400,0.6546329475635478
DDQN_Mobility,1400,0.6587671751514315
DDQN_Mobility,1400,0.6450734677680756
DDQN_Mobility,1400,0.6540674240011537
DDQN_Mobility,1600,0.6482832274826936
DDQN_Mobility,1600,0.651627468069263
DDQN_Mobility,1600,0.6472985599107242
DDQN_Mobility,1600,0.6442018172653762
DDQN_Mobility,1600,0.6404010249611037
DDQN_Mobility,1600,0.6485353779783533
DDQN_Mobility,1600,0.6423074377474866
DDQN_Mobility,1600,0.6463221266055934
DDQN_Mobility,1600,0.6442422587407974
DDQN_Mobility,1600,0.6460625103117729
DDQN_Mobility,1600,0.6477208953139607
DDQN_Mobility,1600,0.649199530558061
DDQN_Mobility,1600,0.6451841962984525
DDQN_Mobility,1600,0.6462487183372224
DDQN_Mobility,1600,0.6511398153919978
DDQN_Mobility,1800,0.6322620499975156
DDQN_Mobility,1800,0.6433288855382774
DDQN_Mobility,1800,0.6350110641457667
DDQN_Mobility,1800,0.6483354383244859
DDQN_Mobility,1800,0.6427874703169147
DDQN_Mobility,1800,0.6324342379464947
DDQN_Mobility,1800,0.6351581299919776
DDQN_Mobility,1800,0.6410713794541254
DDQN_Mobility,1800,0.6384695235529959
DDQN_Mobility,1800,0.6452403644756007
DDQN_Mobility,1800,0.6350206006843954
DDQN_Mobility,1800,0.6401020013469568
DDQN_Mobility,1800,0.6383232186994017
DDQN_Mobility,1800,0.6344154107930293
DDQN_Mobility,1800,0.6350623383596052
DDQN_Mobility,2000,0.6486398944183228
DDQN_Mobility,2000,0.6357904965945705
DDQN_Mobility,2000,0.6467901857506638
DDQN_Mobility,2000,0.6401912581305277
DDQN_Mobility,2000,0.6396714671380179
DDQN_Mobility,2000,0.642418568504996
DDQN_Mobility,2000,0.6357550301871088
DDQN_Mobility,2000,0.635014114566431
DDQN_Mobility,2000,0.6376729619836079
DDQN_Mobility,2000,0.6403801018257512
DDQN_Mobility,2000,0.6444069459693808
DDQN_Mobility,2000,0.6411399938455425
DDQN_Mobility,2000,0.6422946860617933
DDQN_Mobility,2000,0.6426589954041352
DDQN_Mobility,2000,0.634642455958582
DDQN_Mobility,2200,0.6462559525433087
DDQN_Mobility,2200,0.6449877983621988
DDQN_Mobility,2200,0.6471377325979587
DDQN_Mobility,2200,0.6441921680768196
DDQN_Mobility,2200,0.646544412311836
DDQN_Mobility,2200,0.644460579032955
DDQN_Mobility,2200,0.651592703543153
DDQN_Mobility,2200,0.6562401512170735
DDQN_Mobility,2200,0.6591292756686745
DDQN_Mobility,2200,0.6373066863247294
DDQN_Mobility,2200,0.6398117275078645
DDQN_Mobility,2200,0.6464355830822701
DDQN_Mobility,2200,0.6482907473866122
DDQN_Mobility,2200,0.6451515979424111
DDQN_Mobility,2200,0.6446756798163976
DDQN_Mobility,2400,0.7544183444399736
DDQN_Mobility,2400,0.6626894848820811
DDQN_Mobility,2400,0.7596174092132034
DDQN_Mobility,2400,0.7373853904355744
DDQN_Mobility,2400,0.6541187795252252
DDQN_Mobility,2400,0.6502009698461342
DDQN_Mobility,2400,0.655719624611378
DDQN_Mobility,2400,0.7644738036657657
DDQN_Mobility,2400,0.7699871613662951
DDQN_Mobility,2400,0.652192473334442
DDQN_Mobility,2400,0.6526233148821723
DDQN_Mobility,2400,0.6514710685813945
DDQN_Mobility,2400,0.76711373280879
DDQN_Mobility,2400,0.6537508054995771
DDQN_Mobility,2400,0.7615561451023846
