taskId,requiredCycles,dataSize,serverId,edgeUtilization,wanBW,predictedDelay,actualDelay
273,4425.0,160.0,5,5.267857142857143,20.2187236328125,0.0,0.6326041073907351
274,5909.0,3074.0,3,5.267857142857143,11.7421455078125,0.0,0.7429721293085514
275,6123.0,1186.0,5,5.267857142857143,20.2187236328125,0.0,0.8090414714628711
276,11279.0,2112.0,5,5.214285714285714,20.2187236328125,0.0,1.3133000000000017
277,88772.0,1109.0,0,5.321428571428571,11.7421455078125,0.0,8.877125111862243
278,12308.0,420.0,12,5.321428571428571,20.2187236328125,0.0,1.224326880210171
279,789.0,351.0,5,5.375,20.2187236328125,0.0,0.07889999999999908
280,1955.0,2550.0,12,5.428571428571429,20.2187236328125,0.0,0.1954238815183409
281,73.0,489.0,11,5.482142857142857,20.2187236328125,0.0,0.0147193851428149
282,10409.0,890.0,14,5.482142857142857,20.2187236328125,0.0,0.10408999999999935
283,12192.0,731.0,14,5.589285714285714,20.2187236328125,0.0,0.12191867141620882
284,8959.0,3534.0,11,5.464285714285714,11.7421455078125,0.0,0.8947038854000482
285,33251.0,327.0,11,5.464285714285714,11.7421455078125,0.0,3.3877427449456263
286,2097.0,2385.0,11,5.5,11.7421455078125,0.0,0.20838316024210535
287,2041.0,210.0,1,5.5,20.2187236328125,0.0,0.2041000000000004
288,13941.0,595.0,12,5.642857142857143,20.2187236328125,0.0,1.4128825059125703
289,544.0,1058.0,11,5.660714285714286,20.2187236328125,0.0,0.054340854139899974
290,1707.0,1037.0,11,5.535714285714286,20.2187236328125,0.0,0.1898012876808295
291,4837.0,172.0,2,5.339285714285714,20.2187236328125,0.0,0.48365342111497256
292,12747.0,1354.0,2,5.339285714285714,20.2187236328125,0.0,1.293945453642655
293,2589.0,394.0,3,5.321428571428571,11.7421455078125,0.0,0.31913764831104885
294,5927.0,828.0,5,5.321428571428571,20.2187236328125,0.0,0.6251275047464393
295,103.0,2428.0,2,5.339285714285714,20.2187236328125,0.0,0.010300000000000864
296,4860.0,2426.0,3,5.321428571428571,11.7421455078125,0.0,0.7181094265633874
297,9229.0,274.0,5,5.339285714285714,20.2187236328125,0.0,0.9553395083482954
298,834.0,147.0,5,5.339285714285714,20.2187236328125,0.0,0.11377782223405397
299,1.0,3775.0,2,5.339285714285714,20.2187236328125,0.0,0.024347355468608
300,8442.0,73.0,6,5.392857142857143,20.2187236328125,0.0,0.8441448828894309
301,7151.0,1040.0,3,5.392857142857143,9.6560400390625,0.0,1.0052681115584967
302,3725.0,3809.0,3,5.392857142857143,11.7421455078125,0.0,0.5755863034227247
303,5153.0,140.0,2,5.303571428571429,20.2187236328125,0.0,0.5233613727767299
304,2565.0,1781.0,2,5.267857142857143,20.2187236328125,0.0,0.5258801502832977
