taskId,requiredCycles,serverId,edgeUtilization,wanBW,predictedDelay,actualDelay
301,8890.0,14,4.357142857142857,20.2187236328125,0.0,0.10329000000000477
302,23054.0,3,4.160714285714286,11.7421455078125,0.0,2.557220080536183
303,4815.0,5,4.142857142857143,11.7421455078125,0.0,0.47466215073339413
304,75598.0,14,3.9285714285714284,20.2187236328125,0.0,0.7559734942574217
305,20745.0,5,3.9285714285714284,20.2187236328125,0.0,2.0852186552922944
306,7689.0,5,3.8214285714285716,20.2187236328125,0.0,0.7688176152003194
307,340.0,7,3.8214285714285716,20.2187236328125,0.0,0.053940605693306054
308,10724.0,7,3.8214285714285716,20.2187236328125,0.0,1.0869052295044064
309,7104.0,5,3.8214285714285716,11.7421455078125,0.0,0.7103125285565852
310,93.0,7,3.8214285714285716,20.2187236328125,0.0,0.047100000000000364
311,2762.0,7,3.875,20.2187236328125,0.0,0.290644126110692
312,23779.0,0,3.9285714285714284,20.2187236328125,0.0,2.377802211450689
313,27780.0,14,4.017857142857143,20.2187236328125,0.0,0.2947406517633482
314,37068.0,12,3.9642857142857144,20.2187236328125,0.0,3.7364665176416594
315,26711.0,3,4.017857142857143,11.7421455078125,0.0,3.013087054718511
316,4214.0,12,4.107142857142857,20.2187236328125,0.0,0.46178816208106355
317,1451.0,12,4.160714285714286,20.2187236328125,0.0,0.1812899845101157
318,6954.0,3,4.160714285714286,11.7421455078125,0.0,1.0424939911268503
319,177.0,12,4.339285714285714,20.2187236328125,0.0,0.01770000000000138
320,580.0,12,4.339285714285714,20.2187236328125,0.0,0.09592543357405603
321,778.0,12,4.339285714285714,20.2187236328125,0.0,0.11322364392998807
322,20252.0,3,4.357142857142857,11.7421455078125,0.0,2.382460218929481
323,35194.0,3,4.357142857142857,11.7421455078125,0.0,3.8719737450540777
324,2606.0,12,4.357142857142857,11.7421455078125,0.0,0.285488864126485
325,551.0,12,4.375,20.2187236328125,0.0,0.04851630963936415
326,3698.0,7,4.446428571428571,20.2187236328125,0.0,0.7394416340824783
327,25094.0,14,4.428571428571429,20.2187236328125,0.0,0.25093287104165896
328,9257.0,14,4.375,20.2187236328125,0.0,0.09256222724924967
329,7592.0,7,4.375,20.2187236328125,0.0,1.174176384459738
330,7071.0,7,4.375,20.2187236328125,0.0,1.1127499999999984
331,4793.0,7,4.285714285714286,20.2187236328125,0.0,0.8792889243435305
332,1297.0,14,4.339285714285714,20.2187236328125,0.0,0.01296999999999926
333,9804.0,11,4.339285714285714,20.2187236328125,0.0,1.1079279638324664
334,6275.0,7,4.267857142857143,20.2187236328125,0.0,0.6275000000000013
335,1509.0,7,4.267857142857143,20.2187236328125,0.0,0.15082938998263273
336,4431.0,3,4.214285714285714,11.7421455078125,0.0,0.6114203976714379
337,13143.0,11,4.142857142857143,11.7421455078125,0.0,1.441809879770922
338,1008.0,7,4.089285714285714,20.2187236328125,0.0,0.100753069638845
339,3108.0,11,4.053571428571429,11.7421455078125,0.0,0.4472598866768216
340,14967.0,12,4.071428571428571,20.2187236328125,0.0,1.4899555422677473
341,366.0,12,4.125,20.2187236328125,0.0,0.028615094420874954
342,683.0,14,4.125,20.2187236328125,0.0,0.020000000000003126
343,848.0,3,4.160714285714286,11.7421455078125,0.0,0.09287054871526479
344,7.0,3,4.178571428571429,9.6560400390625,0.0,0.016832440117607206
345,33986.0,14,4.178571428571429,20.2187236328125,0.0,0.33985986917399913
346,7157.0,6,4.25,11.7421455078125,0.0,0.7156601060973067
347,10369.0,5,4.303571428571429,20.2187236328125,0.0,1.0368421349283352
348,26887.0,3,4.285714285714286,11.7421455078125,0.0,3.056812272137716
349,2663.0,12,4.428571428571429,20.2187236328125,0.0,0.2662212616661783
350,25109.0,2,4.392857142857143,20.2187236328125,0.0,2.5108066298440868
351,2643.0,5,4.482142857142857,20.2187236328125,0.0,0.26421118892314155
352,597.0,12,4.482142857142857,20.2187236328125,0.0,0.05607602085134644
353,1084.0,12,4.464285714285714,20.2187236328125,0.0,0.10145485693298895
354,31708.0,12,4.482142857142857,20.2187236328125,0.0,3.1708
355,8626.0,13,4.482142857142857,9.6560400390625,0.0,0.8625336540960085
356,496.0,5,4.535714285714286,20.2187236328125,0.0,0.04960000000000164
357,1983.0,3,4.517857142857143,9.6560400390625,0.0,0.1982999999999997
358,826.0,13,4.517857142857143,11.7421455078125,0.0,0.08259999999999934
359,5943.0,12,4.517857142857143,20.2187236328125,0.0,0.5943000000000005
360,5078.0,12,4.678571428571429,20.2187236328125,0.0,0.5191110536959052
361,2654.0,11,4.642857142857143,11.7421455078125,0.0,0.26534693951644783
362,1226.0,11,4.696428571428571,11.7421455078125,0.0,0.11577528078422006
363,1405.0,5,4.714285714285714,20.2187236328125,0.0,0.13806714391045816
364,2299.0,14,4.732142857142857,20.2187236328125,0.0,0.022990000000000066
365,13379.0,7,4.732142857142857,20.2187236328125,0.0,1.337817155831246
366,5324.0,12,4.732142857142857,20.2187236328125,0.0,0.5323174805099562
