taskId,requiredCycles,dataSize,serverId,edgeUtilization,wanBW,predictedDelay,actualDelay
1,409.0,58.0,1000,0.0,20.2187236328125,0.0,0.06366602716196645
2,6840.0,3446.0,1000,0.0,20.2187236328125,0.0,0.08620953558104105
3,34256.0,337.0,1000,0.0,20.2187236328125,0.0,0.34256000000000064
4,1044.0,11451.0,1000,0.0,20.2187236328125,0.0,0.010439999999999117
5,11509.0,2448.0,1000,0.0,20.2187236328125,0.0,0.10959281025255763
6,18631.0,2752.0,1000,0.0,11.7421455078125,0.0,0.1863055912264464
7,3883.0,357.0,1000,0.0,8.7068115234375,0.0,0.03883000000000081
8,828.0,959.0,1000,0.0,11.7421455078125,0.0,0.40536165200004604
9,1038.0,536.0,1000,0.0,20.2187236328125,0.0,0.010379999999999612
10,3101.0,512.0,1000,0.0,9.6560400390625,0.0,0.031010000000000204
11,15965.0,1841.0,1000,0.0,11.7421455078125,0.0,0.17061965352209185
12,3234.0,703.0,1000,0.0,20.2187236328125,0.0,0.03233999999999959
13,659.0,368.0,1000,0.0,20.2187236328125,0.0,0.006589999999999208
14,1874.0,195.0,1000,0.0,20.2187236328125,0.0,0.018739999999999313
15,4491.0,3474.0,1000,0.0,9.6560400390625,0.0,0.05953643044191104
16,4792.0,697.0,1000,0.0,8.7068115234375,0.0,0.06271391843920426
17,4309.0,618.0,1000,0.0,11.7421455078125,0.0,0.04308999999999941
18,14981.0,1729.0,1000,0.0,20.2187236328125,0.0,0.14556660314652525
19,8780.0,1587.0,1000,0.0,8.7068115234375,0.0,0.09555837033567904
20,518.0,396.0,1000,0.0,20.2187236328125,0.0,0.010102284146439544
21,7934.0,289.0,1000,0.0,11.7421455078125,0.0,0.0930174140345823
22,21911.0,652.0,1000,0.0,20.2187236328125,0.0,0.21910078921097487
23,1226.0,2585.0,1000,0.0,20.2187236328125,0.0,0.012259999999999494
24,578.0,2510.0,1000,0.0,8.0657001953125,0.0,0.019999999999999574
25,2519.0,1801.0,1000,0.0,20.2187236328125,0.0,0.025190000000000268
26,2241.0,6361.0,1000,0.0,20.2187236328125,0.0,0.027287391974841313
27,5699.0,593.0,1000,0.0,11.7421455078125,0.0,0.05699000000000076
28,5739.0,1481.0,1000,0.0,20.2187236328125,0.0,0.05738488921165086
29,45.0,922.0,1000,0.0,20.2187236328125,0.0,0.1570606396821841
30,4489.0,515.0,1000,0.0,11.7421455078125,0.0,0.04489000000000054
31,39014.0,1136.0,1000,0.0,11.7421455078125,0.0,0.4002124090364543
