#auto generated file!
6.0;0.0;0.0;0.0
12.0;1.1428571428571428;0.0;0.0
18.0;7.428571428571429;0.0;0.0
24.0;13.142857142857142;0.0;0.0
30.0;20.571428571428573;0.0;0.0
36.0;21.214285714285715;0.0;0.0
42.0;24.428571428571427;0.0;0.0
48.0;25.25;0.0;0.0
54.0;29.25;0.0;0.0
60.0;25.285714285714285;0.0;0.0
66.0;24.678571428571427;0.0;0.0
72.0;25.714285714285715;0.0;0.0
78.0;24.75;0.0;0.0
84.0;22.928571428571427;0.0;0.0
90.0;23.75;0.0;0.0
96.0;23.857142857142858;0.0;0.0
102.0;24.107142857142858;0.0;0.0
108.0;24.142857142857142;0.0;0.0
114.0;23.071428571428573;0.0;0.0
120.0;20.821428571428573;0.0;0.0
126.0;16.678571428571427;0.0;0.0
132.0;14.107142857142858;0.0;0.0
138.0;9.892857142857142;0.0;0.0
144.0;10.464285714285714;0.0;0.0
150.0;9.178571428571429;0.0;0.0
156.0;13.821428571428571;0.0;0.0
162.0;13.5;0.0;0.0
168.0;19.571428571428573;0.0;0.0
174.0;20.892857142857142;0.0;0.0
180.0;19.428571428571427;0.0;0.0
186.0;17.892857142857142;0.0;0.0
192.0;19.107142857142858;0.0;0.0
198.0;15.071428571428571;0.0;0.0
204.0;15.821428571428571;0.0;0.0
210.0;18.75;0.0;0.0
216.0;17.5;0.0;0.0
222.0;23.75;0.0;0.0
228.0;27.607142857142858;0.0;0.0
234.0;26.142857142857142;0.0;0.0
240.0;29.857142857142858;0.0;0.0
246.0;29.607142857142858;0.0;0.0
252.0;28.321428571428573;0.0;0.0
258.0;23.785714285714285;0.0;0.0
264.0;30.821428571428573;0.0;0.0
270.0;22.571428571428573;0.0;0.0
276.0;22.428571428571427;0.0;0.0
282.0;23.035714285714285;0.0;0.0
288.0;18.428571428571427;0.0;0.0
294.0;21.428571428571427;0.0;0.0
