#auto generated file!
60.0;151;300;549
66.0;154;301;545
72.0;161;299;540
78.0;164;304;532
84.0;164;306;530
90.0;166;313;521
96.0;170;314;516
102.0;174;322;504
108.0;171;331;498
114.0;177;333;490
120.0;177;335;488
126.0;180;337;483
132.0;182;341;477
138.0;178;347;475
144.0;181;345;474
150.0;181;350;469
156.0;183;351;466
162.0;186;348;466
168.0;188;356;456
174.0;185;366;449
180.0;186;368;446
186.0;189;374;437
192.0;190;374;436
198.0;192;376;432
204.0;194;377;429
210.0;196;374;430
216.0;199;375;426
222.0;201;383;416
228.0;199;390;411
234.0;199;390;411
240.0;201;385;414
246.0;204;384;412
252.0;209;380;411
258.0;216;379;405
264.0;216;383;401
270.0;216;386;398
276.0;221;381;398
282.0;227;383;390
288.0;228;390;382
294.0;224;390;386
